"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
127,"中古マンション等","","13103","東京都","港区","赤坂","乃木坂","4",120000000,"","２ＬＤＫ","70",,"","","","平成10年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","改装済",""
128,"中古マンション等","","13103","東京都","港区","麻布十番","麻布十番","1",62000000,"","１ＬＤＫ","45",,"","","","平成10年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
129,"中古マンション等","","13103","東京都","港区","海岸","日の出","1",79000000,"","２ＬＤＫ","55",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
130,"中古マンション等","","13103","東京都","港区","港南","品川","19",81000000,"","３ＬＤＫ","80",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","改装済",""
131,"中古マンション等","","13103","東京都","港区","港南","品川","11",51000000,"","１ＬＤＫ","45",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
132,"中古マンション等","","13103","東京都","港区","港南","品川","11",110000000,"","２ＬＤＫ","100",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
133,"中古マンション等","","13103","東京都","港区","港南","品川","15",56000000,"","２ＬＤＫ","60",,"","","","平成17年","ＲＣ","住宅","","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
134,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",63000000,"","１ＬＤＫ","60",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","未改装",""
135,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","14",80000000,"","２ＬＤＫ","80",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
136,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","14",57000000,"","２ＬＤＫ","60",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
137,"中古マンション等","","13103","東京都","港区","港南","天王洲アイル","6",96000000,"","２ＬＤＫ","80",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","未改装",""
138,"中古マンション等","","13103","東京都","港区","芝","芝公園","5",31000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,400,"2021年第３四半期","",""
139,"中古マンション等","","13103","東京都","港区","芝","浜松町","7",120000000,"","２ＬＤＫ","75",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
140,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","5",300000000,"","","40",,"ほぼ正方形","6.5","95","平成12年","鉄骨造","店舗","事務所","西","国道",30.0,"商業地域",80,600,"2021年第３四半期","",""
141,"宅地(土地と建物)","商業地","13103","東京都","港区","芝","三田(東京)","5",1500000000,"","","180",,"ほぼ長方形","12.7","1200","昭和56年","ＳＲＣ","事務所、店舗","事務所","西","国道",30.0,"商業地域",80,600,"2021年第３四半期","",""
142,"宅地(土地)","商業地","13103","東京都","港区","芝","三田(東京)","4",840000000,"22000000","","130",6500000,"長方形","6.5","","","","","","北","区道",10.4,"商業地域",80,500,"2021年第３四半期","",""
143,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","3",140000000,"","２ＬＤＫ","80",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","改装済",""
144,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",70000000,"","１ＤＫ","50",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","未改装",""
145,"中古マンション等","","13103","東京都","港区","芝","三田(東京)","4",24000000,"","１Ｋ","20",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","",""
146,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",86000000,"","２ＬＤＫ","55",,"","","","平成27年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
147,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","12",47000000,"","２ＬＤＫ","60",,"","","","平成12年","ＳＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
148,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",36000000,"","２ＤＫ","40",,"","","","昭和57年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
149,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","6",23000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第３四半期","",""
150,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",28000000,"","３ＤＫ","40",,"","","","昭和57年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
151,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","11",35000000,"","１Ｋ","25",,"","","","平成30年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2021年第３四半期","未改装",""
152,"中古マンション等","","13103","東京都","港区","芝浦","田町(東京)","10",60000000,"","２ＬＤＫ","60",,"","","","平成17年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
153,"中古マンション等","","13103","東京都","港区","芝浦","浜松町","10",32000000,"","１Ｋ","25",,"","","","平成19年","ＲＣ","","住宅","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
154,"中古マンション等","","13103","東京都","港区","芝浦","浜松町","10",33000000,"","１Ｋ","25",,"","","","平成19年","ＲＣ","住宅","","","",,"商業地域",80,400,"2021年第３四半期","未改装",""
155,"中古マンション等","","13103","東京都","港区","芝浦","三田(東京)","8",26000000,"","１Ｋ","20",,"","","","平成15年","ＳＲＣ","","住宅","","",,"商業地域",80,400,"2021年第３四半期","改装済",""
156,"中古マンション等","","13103","東京都","港区","芝浦","三田(東京)","9",27000000,"","１Ｋ","20",,"","","","平成17年","ＳＲＣ","","","","",,"商業地域",80,400,"2021年第３四半期","",""
157,"中古マンション等","","13103","東京都","港区","芝大門","大門(東京)","2",38000000,"","１ＬＤＫ","40",,"","","","昭和58年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","未改装",""
158,"中古マンション等","","13103","東京都","港区","白金","白金台","5",130000000,"","１ＬＤＫ","55",,"","","","平成30年","ＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
159,"中古マンション等","","13103","東京都","港区","白金","白金台","10",100000000,"","２ＬＤＫ","55",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2021年第３四半期","未改装",""
160,"中古マンション等","","13103","東京都","港区","白金","白金台","10",120000000,"","２ＬＤＫ","65",,"","","","平成27年","ＲＣ","","住宅","","",,"第１種住居地域",60,400,"2021年第３四半期","未改装",""
161,"宅地(土地と建物)","住宅地","13103","東京都","港区","白金","白金高輪","12",76000000,"","","65",,"ほぼ台形","5.5","85","平成8年","木造","住宅","住宅","東","私道",3.0,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
162,"宅地(土地)","住宅地","13103","東京都","港区","白金","白金高輪","11",73000000,"5300000","","45",1600000,"ほぼ整形","4.6","","","","","住宅","東","区道",4.0,"第１種中高層住居専用地域",60,300,"2021年第３四半期","",""
163,"中古マンション等","","13103","東京都","港区","白金","白金高輪","4",130000000,"","３ＬＤＫ","75",,"","","","平成12年","ＳＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","改装済",""
164,"中古マンション等","","13103","東京都","港区","白金","白金高輪","2",140000000,"","１ＬＤＫ","70",,"","","","平成17年","ＲＣ","","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
165,"中古マンション等","","13103","東京都","港区","白金","白金高輪","1",45000000,"","１Ｋ","25",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
166,"中古マンション等","","13103","東京都","港区","白金","白金高輪","1",100000000,"","１ＬＤＫ","55",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
167,"中古マンション等","","13103","東京都","港区","白金","白金高輪","1",78000000,"","１ＬＤＫ","45",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"準工業地域",60,400,"2021年第３四半期","未改装",""
168,"中古マンション等","","13103","東京都","港区","白金","広尾","10",67000000,"","２ＬＤＫ","50",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2021年第３四半期","未改装",""
169,"中古マンション等","","13103","東京都","港区","白金台","白金台","3",52000000,"","１ＬＤＫ","50",,"","","","昭和52年","ＳＲＣ","","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","未改装",""
170,"中古マンション等","","13103","東京都","港区","白金台","白金台","1",140000000,"","２ＬＤＫ","100",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2021年第３四半期","未改装",""
171,"中古マンション等","","13103","東京都","港区","白金台","高輪台","2",33000000,"","１Ｋ","20",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
172,"中古マンション等","","13103","東京都","港区","白金台","高輪台","4",27000000,"","１Ｋ","20",,"","","","平成24年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","",""
173,"中古マンション等","","13103","東京都","港区","新橋","御成門","5",79000000,"","１ＬＤＫ","50",,"","","","平成31年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,700,"2021年第３四半期","未改装",""
174,"中古マンション等","","13103","東京都","港区","新橋","御成門","3",36000000,"","１Ｋ","25",,"","","","平成24年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
175,"中古マンション等","","13103","東京都","港区","新橋","御成門","4",22000000,"","１Ｋ","25",,"","","","昭和52年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","改装済",""
176,"宅地(土地と建物)","商業地","13103","東京都","港区","新橋","新橋","2",210000000,"","","35",,"長方形","3.9","150","昭和55年","鉄骨造","店舗","店舗","南西","区道",8.0,"商業地域",80,700,"2021年第３四半期","",""
177,"中古マンション等","","13103","東京都","港区","新橋","新橋","8",33000000,"","１Ｋ","20",,"","","","平成17年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","",""
178,"中古マンション等","","13103","東京都","港区","新橋","新橋","7",85000000,"","２ＬＤＫ","55",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
